"id","PCC","AgencyName","GDSGroup","GDS","IATA","TVPNewBusinessExecutive","TVPAccountManagerExecutive","BusinessType","City","UF","Region","MIDT","TSO2013","TSO2014","TSO2015","TSO12Months"
"69BG5755901","69BG","ADVANCE","SAB","SAB","5755901","MARCELO","MARCELO","CONSOLIDATOR","RIBEIRAO PRETO","SP","SUDESTE","4.576","          -   ","          -   ","          -   ","  "
"CPQB221245755872","CPQB22124","ADVANCE","AMA","AMA","5755872","MARCELO","MARCELO","CONSOLIDATOR","CAMPINAS","SP","SUDESTE","13.442","          -   ","          -   ","          -   ","  "
"U3WG5755872","U3WG","ADVANCE","SAB","SAB","5755872","MARCELO","MARCELO","CONSOLIDATOR","CAMPINAS","SP","SUDESTE","2.031","          -   ","          -   ","          -   ","  "
"6C959999999","6C95","ADVANCE","SAB","SAB","9999999","MARCELO","MARCIA","CONSOLIDATOR","LONDRINA","PR","SUL","0","          -   ","          -   ","          -   ","  "
"RIOB2214A5751993","RIOB2214A","ADVANCE","AMA","AMA","5751993","MARCELO","FERNANDA","CONSOLIDATOR","RIO DE JANEIRO","RJ","SUDESTE","39.067","          -   ","          -   ","          -   ","  "
"FLNB2210Q5752547","FLNB2210Q","ADVANCE","AMA","AMA","5752547","MARCELO","MARCIA","CONSOLIDATOR","FLORIANOPOLIS","SC","SUL","14.410","          -   ","          -   ","          -   ","  "
"G49C5751993","G49C","ADVANCE","SAB","SAB","5751993","MARCELO","FERNANDA","CONSOLIDATOR","RIO DE JANEIRO","RJ","SUDESTE","6.341","          -   ","          -   ","          -   ","  "
"7DB85752354","7DB8","ADVANCE","TVP","GAL","5752354","MARCELO","WILLIAM","CONSOLIDATOR","RECIFE","PE","NORDESTE","309","        596 ","        380 ","        136 ","  "
"5ER15751245","5ER1","ADVANCE","TVP","GAL","5751245","MARCELO","MARCIA","CONSOLIDATOR","LONDRINA","PR","SUL","2.735","     1.599 ","     2.570 ","        751 ","  "
"6GD85752564","6GD8","ADVANCE","TVP","GAL","5752564","MARCELO","ROSANA","CONSOLIDATOR","BRASILIA","DF","CENTRO-OESTE","1.278","     2.206 ","     1.293 ","        107 ","  "
"U8JF5752282","U8JF","ADVANCE","SAB","SAB","5752282","MARCELO","MARCIA","CONSOLIDATOR","JOINVILLE","SC","SUL","2.059","          -   ","          -   ","          -   ","  "
"4ASF5752547","4ASF","ADVANCE","SAB","SAB","5752547","MARCELO","MARCIA","CONSOLIDATOR","FLORIANOPOLIS","SC","SUL","1.085","          -   ","          -   ","          -   ","  "
"5K7X5750306","5K7X","ADVANCE","TVP","GAL","5750306","MARCELO","MARCIA","CONSOLIDATOR","CURITIBA","PR","SUL","1.627","        254 ","     1.171 ","        649 ","  "
"74MR5751993","74MR","ADVANCE","TVP","GAL","5751993","MARCELO","FERNANDA","CONSOLIDATOR","RIO DE JANEIRO","RJ","SUDESTE","888","        142 ","        647 ","        273 ","  "
"5E5Z5751910","5E5Z","ADVANCE","TVP","GAL","5751910","MARCELO","ROSANA","CONSOLIDATOR","BELO HORIZONTE","MG","SUDESTE","629","        149 ","          98 ","        272 ","  "
"5EF15751918","5EF1","ADVANCE","TVP","GAL","5751918","MARCELO","MARCIA","CONSOLIDATOR","MARINGA","PR","SUL","2.074","          79 ","     1.905 ","        442 ","  "
"5E4D5752282","5E4D","ADVANCE","TVP","GAL","5752282","MARCELO","MARCIA","CONSOLIDATOR","JOINVILLE","SC","SUL","1.133","          -   ","        964 ","        702 ","  "
"7DB55752326","7DB5","ADVANCE","TVP","GAL","5752326","MARCELO","FERNANDA","CONSOLIDATOR","SALVADOR","BA","NORDESTE","-2","          32 ","          28 ","          -   ","  "
"699E5752547","699E","ADVANCE","TVP","GAL","5752547","MARCELO","MARCIA","CONSOLIDATOR","FLORIANOPOLIS","SC","SUL","225","          -   ","        302 ","            5 ","  "
"JOIB221015752282","JOIB22101","ADVANCE","AMA","AMA","5752282","MARCELO","MARCIA","CONSOLIDATOR","JOINVILLE","SC","SUL","18.730","          -   ","          -   ","          -   ","  "
"POAB2210J5752289","POAB2210J","ADVANCE","AMA","AMA","5752289","MARCELO","MARCELO","CONSOLIDATOR","PORTO ALEGRE","RS","SUL","19.973","          -   ","          -   ","          -   ","  "
"6NDC5752289","6NDC","ADVANCE","SAB","SAB","5752289","MARCELO","MARCELO","CONSOLIDATOR","PORTO ALEGRE","RS","SUL","3.743","          -   ","          -   ","          -   ","  "
"AK45752289","AK4","ADVANCE","TVP","GAL","5752289","MARCELO","MARCIA","CONSOLIDATOR","PORTO ALEGRE","RS","SUL","97","           4 ","        180 ","          26 ","  "
"FORB221075755624","FORB22107","ADVANCE","AMA","AMA","5755624","MARCELO","WILLIAM","CONSOLIDATOR","FORTALEZA","CE","NORDESTE","27.239","          -   ","          -   ","          -   ","  "
"95SF5755624","95SF","ADVANCE","SAB","SAB","5755624","MARCELO","WILLIAM","CONSOLIDATOR","FORTALEZA","CE","NORDESTE","2.153","          -   ","          -   ","          -   ","  "
"SAOB221JC5751409","SAOB221JC","ADVANCE","AMA","AMA","5751409","MARCELO","MARCELO","CONSOLIDATOR","SAO PAULO","SP","SUDESTE","8","","","          -   ",""
"QHVB221030000000","QHVB22103","ADVANTAGE VIAGENS E TURISMO ","AMA","AMA","0000000","PROSPECT","DANIEL","LEISURE","NOVO HAMBURGO","RS","SUL","2.112","          -   ","          -   ","          -   ","  "
"CPQB2217K5751209","CPQB2217K","MONDIALE (ANCORADOURO)","AMA","AMA","5751209","MARCELO","MARCELO","TOUR OPERATOR","CAMPINAS","SP","SUDESTE","22.259","          -   ","          -   ","          -   ","  "
"74IE5752716","74IE","ADVENTURE TRAVEL","TVP","GAL","5752716","MARCELO","MARCELO","TOUR OPERATOR","SOROCABA","SP","SUDESTE","0","          -   ","       (150)","          -   ","     3.000 "
"4RMG0000000","4RMG","STB","AMA","AMA","0000000","PROSPECT","RENATA","TOUR OPERATOR","FLORIANOPOLIS","SC","SUL","990","          -   ","          -   ","          -   ","  "
"C6AG9999999","C6AG","GRALHA - OPERADORA DE TURISMO","SAB","SAB","9999999","PROSPECT","PROSPECT","TOUR OPERATOR","SAO PAULO","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"8BS55750844","8BS5","AEROCONDOR","SAB","SAB","5750844","PROSPECT","PROSPECT","CONSOLIDATOR","CURITIBA","PR","SUL","487","          -   ","          -   ","          -   ","  "
"3GR15750844","3GR1","AEROCONDOR","TVP","GAL","5750844","PROSPECT","PROSPECT","CONSOLIDATOR","CURITIBA","PR","SUL","0","        104 ","          -   ","          -   ","          -   "
"TX4C5750844","TX4C","AEROCONDOR","SAB","SAB","5750844","PROSPECT","PROSPECT","CONSOLIDATOR","CURITIBA","PR","SUL","0","          -   ","          -   ","          -   ","  "
"VI2B5750844","VI2B","AEROCONDOR","SAB","SAB","5750844","PROSPECT","PROSPECT","CONSOLIDATOR","CURITIBA","PR","SUL","26","          -   ","          -   ","          -   ","  "
"FF195798211","FF19","AEROCONDOR","SAB","SAB","5798211","PROSPECT","PROSPECT","CONSOLIDATOR","CURITIBA","PR","SUL","0","          -   ","          -   ","          -   ","  "
"SZ795798365","SZ79","AEROCONDOR","SAB","SAB","5798365","PROSPECT","PROSPECT","CONSOLIDATOR","LONDRINA","PR","SUL","3","          -   ","          -   ","          -   ","  "
"6R795705871","6R79","AERODINAMICA VIAG E TUR","SAB","SAB","5705871","PROSPECT","PROSPECT","LEISURE","CURITIBA","PR","SUL","754","          -   ","          -   ","          -   ","  "
"PVHB2210N0000000","PVHB2210N","AERONORTE VIAGENS E TURISMO","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","PORTO VELHO","RO","NORTE","0","          -   ","          -   ","          -   ","  "
"SAOB2213C5770654","SAOB2213C","INTERCAMBIO GLOBAL OPERADORA","AMA","AMA","5770654","PROSPECT","RENATA","TOUR OPERATOR","SAO PAULO","SP","SUDESTE","16.116","          -   ","          -   ","          -   ","  "
"RIOB2221W9932826","RIOB2221W","AEROPAK TURISMO ","AMA","AMA","9932826","PROSPECT","PROSPECT","CORPORATE","RIO DE JANEIRO","RJ","SUDESTE","76","          -   ","          -   ","          -   ","  "
"N0I75750543","N0I7","AEROSPACE TURISMO E REP. ","SAB","SAB","5750543","PROSPECT","PROSPECT","LEISURE","FLORIANOPOLIS","SC","SUL","1.121","          -   ","          -   ","          -   ","  "
"FLNB221105750543","FLNB22110","AEROSPACE TURISMO E REP. ","AMA","AMA","5750543","PROSPECT","PROSPECT","LEISURE","FLORIANOPOLIS","SC","SUL","296","          -   ","          -   ","          -   ","  "
"7LT55704478","7LT5","AEROTRAVEL VIAGENS E TURISMO L","SAB","SAB","5704478","PROSPECT","PROSPECT","LEISURE","JUNDIAI","SP","SUDESTE","871","          -   ","          -   ","          -   ","  "
"SAOB2217D5750940","SAOB2217D","AEROTUR","AMA","AMA","5750940","PROSPECT","RENATA","CONSOLIDATOR","SAO PAULO","SP","SUDESTE","1.629","          -   ","          -   ","          -   ","  "
"MCZ2T21035751123","MCZ2T2103","AEROTUR","AMA","AMA","5751123","PROSPECT","RENATA","CONSOLIDATOR","MACEIO","AL","NORDESTE","14.182","          -   ","          -   ","          -   ","  "
"NATB221025750629","NATB22102","AEROTUR","AMA","AMA","5750629","PROSPECT","RENATA","CONSOLIDATOR","NATAL","RN","NORDESTE","7.894","          -   ","          -   ","          -   ","  "
"NATB2211K5750629","NATB2211K","AEROTUR","AMA","AMA","5750629","PROSPECT","RENATA","CONSOLIDATOR","NATAL","RN","NORDESTE","3.496","          -   ","          -   ","          -   ","  "
"70B95751429","70B9","AEROTUR","SAB","SAB","5751429","PROSPECT","RENATA","CONSOLIDATOR","ARACAJU","SE","NORDESTE","186","          -   ","          -   ","          -   ","  "
"H6699999999","H669","AEROTUR","SAB","SAB","9999999","PROSPECT","RENATA","CONSOLIDATOR","IPATINGA","MG","SUDESTE","0","          -   ","          -   ","          -   ","  "
"NATB2210S0000000","NATB2210S","AEROTUR","AMA","AMA","0000000","PROSPECT","RENATA","CONSOLIDATOR","NATAL","RN","NORDESTE","31","          -   ","          -   ","          -   ","  "
"RECB2214K5797792","RECB2214K","AEROTUR","AMA","AMA","5797792","PROSPECT","RENATA","CONSOLIDATOR","RECIFE","PE","NORDESTE","389","          -   ","          -   ","          -   ","  "
"2BIC5750629","2BIC","AEROTUR","SAB","SAB","5750629","PROSPECT","RENATA","CONSOLIDATOR","NATAL","RN","NORDESTE","0","          -   ","          -   ","          -   ","  "
"NATB2210N0000000","NATB2210N","AEROTUR","AMA","AMA","0000000","PROSPECT","RENATA","CONSOLIDATOR","NATAL","RN","NORDESTE","55","          -   ","          -   ","          -   ","  "
"POAB221165752735","POAB22116","AEROTUR","AMA","AMA","5752735","PROSPECT","RENATA","CONSOLIDATOR","PORTO ALEGRE","RS","SUL","832","          -   ","          -   ","          -   ","  "
"GUJB221000000000","GUJB22100","AEROVALP TURISMO ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","GUARATINGUETA","SP","SUDESTE","1.535","          -   ","          -   ","          -   ","  "
"VIXB2210H9973967","VIXB2210H","AEROVIP TURISMO","AMA","AMA","9973967","PROSPECT","PROSPECT","LEISURE","VITORIA","ES","SUDESTE","357","          -   ","          -   ","          -   ","  "
"THEB221065755609","THEB22106","AEROVIP VIAGENS E TURISMO LTDA","AMA","AMA","5755609","PROSPECT","PROSPECT","LEISURE","TERESINA","PI","NORDESTE","47","          -   ","          -   ","          -   ","  "
"FORB2212L5706010","FORB2212L","AEROWAY VIAGENS E TURISMO ","AMA","AMA","5706010","PROSPECT","PROSPECT","LEISURE","FORTALEZA","CE","NORDESTE","248","          -   ","          -   ","          -   ","  "
"BHZB2213W9936555","BHZB2213W","AEROWAY VIAGENS E TURISMO ","AMA","AMA","9936555","PROSPECT","PROSPECT","LEISURE","IPATINGA","MG","SUDESTE","0","          -   ","          -   ","          -   ","  "
"M4SH9631934","M4SH","AEXPRESS VIAGENS E TURISMO LTD","SAB","SAB","9631934","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","94","","          -   ","          -   ",""
"SAOB2211O0000000","SAOB2211O","AFC VIAGENS TURISMO E CAMBIO ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","581","          -   ","          -   ","          -   ","  "
"A575702823","A57","AFINAL TURISMO","TVP","GAL","5702823","WILLIAM","WILLIAM","LEISURE","SAO PAULO","SP","SUDESTE","551","        627 ","        625 ","        226 ","        504 "
"8EJA5750913","8EJA","TOURLINES ","SAB","SAB","5750913","RICARDO","SAMANTHA","TOUR OPERATOR","VITORIA","ES","SUDESTE","0","          -   ","          -   ","          -   ","  "
"8QWC9999999","8QWC","AFRICA AGENCIA DE VIAGENS E T","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","804","          -   ","          -   ","          -   ","  "
"7W4K5765131","7W4K","AFRICA TOURS","TVP","GAL","5765131","WILLIAM","WILLIAM","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","713","        893 ","        865 ","        269 ","     1.080 "
"YR8G9999999","YR8G","AFS AGENCIA DE VIAGENS E TURIS","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"MGFB2210X0000000","MGFB2210X","AG FERNANDES VIAGENS E TURISMO . ME","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","MARINGA","PR","SUL","346","          -   ","          -   ","          -   ","  "
"POAB2211A0000000","POAB2211A","AG PLANO DE VIAGEM ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","PORTO ALEGRE","RS","SUL","473","          -   ","          -   ","          -   ","  "
"RIOB221LC9633742","RIOB221LC","AG RIO VIAGENS E TURISMO -ME","AMA","AMA","9633742","PROSPECT","PROSPECT","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","0","          -   ","          -   ","          -   ","  "
"POAB2210N0000000","POAB2210N","AG. DE CARGAS E PASSAGENS FRACAMAR ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","PORTO ALEGRE","RS","SUL","651","          -   ","          -   ","          -   ","  "
"NATB2210B5701616","NATB2210B","AG. DE VGNS E TUR TOURS BR. NATAL ","AMA","AMA","5701616","PROSPECT","PROSPECT","LEISURE","NATAL","RN","NORDESTE","0","          -   ","          -   ","          -   ","  "
"N0579999999","N057","AG. DE VIAGENS TUR. REP. JORDA","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","FORTALEZA","CE","NORDESTE","680","          -   ","          -   ","          -   ","  "
"CPQB2213X0000000","CPQB2213X","AG.ARMAZEM DE VIAG.E TURISMO ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","CAMPINAS","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"76O45751441","76O4","AG1 TURISMO ","TVP","GAL","5751441","MARCIA","MARCIA","CORPORATE","CURITIBA","PR","SUL","7.018","     4.852 ","     4.072 ","     1.748 ","     3.492 "
"LN2G9999999","LN2G","AGAPE TRAVEL VIAGENS E TURISMO","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","59","          -   ","          -   ","          -   ","  "
"JCBB221010000000","JCBB22101","AGATA VIAGENS AGEN DE VGNS E TUR ","AMA","AMA","0000000","PROSPECT","DANIEL","LEISURE","JOACABA","SC","SUL","3.006","          -   ","          -   ","          -   ","  "
"3TN25750579","3TN2","AGAXTUR","TVP","GAL","5750579","ROSANA","ROSANA","TOUR OPERATOR","SAO PAULO","SP","SUDESTE","19.494","   22.124 ","    26.577 ","    10.642 ","    60.000 "
"5NUF5755623","5NUF","TOURLINES","SAB","SAB","5755623","RICARDO","ROSANA","TOUR OPERATOR","BRASILIA","DF","CENTRO-OESTE","0","          -   ","          -   ","          -   ","  "
"SAOB2214J5777814","SAOB2214J","NASCIMENTO TURISMO","AMA","AMA","5777814","ROSANA","ROSANA","TOUR OPERATOR","SAO PAULO","SP","SUDESTE","4.978","          -   ","          -   ","          -   ","  "
"3TN55750579","3TN5","AGAXTUR","TVP","GAL","5750579","ROSANA","ROSANA","TOUR OPERATOR","SAO PAULO","SP","SUDESTE","1.510","     1.644 ","     1.377 ","        596 ","  "
"3TN65750579","3TN6","AGAXTUR","TVP","GAL","5750579","ROSANA","ROSANA","TOUR OPERATOR","SAO PAULO","SP","SUDESTE","1.464","     2.815 ","     1.966 ","        196 ","  "
"3TN45750579","3TN4","AGAXTUR","TVP","GAL","5750579","ROSANA","ROSANA","TOUR OPERATOR","SAO PAULO","SP","SUDESTE","1.148","     1.426 ","     1.671 ","        409 ","  "
"3TN35750579","3TN3","AGAXTUR","TVP","GAL","5750579","ROSANA","ROSANA","TOUR OPERATOR","SAO PAULO","SP","SUDESTE","388","          70 ","        284 ","          60 ","  "
"8YSC5751692","8YSC","OCEANTUR - THE SURF TRAVEL CO.","SAB","SAB","5751692","PROSPECT","KELLY","TOUR OPERATOR","SAO PAULO","SP","SUDESTE","79","          -   ","          -   ","          -   ","  "
"5Y735752526","5Y73","AGAXTUR","TVP","GAL","5752526","ROSANA","ROSANA","TOUR OPERATOR","CAMPINAS","SP","SUDESTE","854","          44 ","        999 ","        345 ","  "
"QH5G9999999","QH5G","CVC","SAB","SAB","9999999","PROSPECT","DANIEL","TOUR OPERATOR","SINOP","MT","CENTRO-OESTE","2","          -   ","          -   ","          -   ","  "
"5O4F5755985","5O4F","AGAXTUR","TVP","GAL","5755985","ROSANA","ROSANA","TOUR OPERATOR","SAO PAULO","SP","SUDESTE","46","","","          -   ",""
"3A4G5753182","3A4G","AGC VIDROS","SAB","SAB","5753182","PROSPECT","PROSPECT","LEISURE","SAO JOSE DOS CAMPOS","SP","SUDESTE","403","","","          -   ",""
"RIOB221JE5762805","RIOB221JE","AGCY ALVIMAR TURISMO PASSAG CARGAS ","AMA","AMA","5762805","PROSPECT","PROSPECT","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","362","          -   ","          -   ","          -   ","  "
"LDBB2210B5750634","LDBB2210B","AGENCIA AVENIDA DE TURISMO ","AMA","AMA","5750634","PROSPECT","PROSPECT","LEISURE","LONDRINA","PR","SUL","314","          -   ","          -   ","          -   ","  "
"SAOB2210M5750664","SAOB2210M","AGENCIA BRASILIA DE VIAGENS ","AMA","AMA","5750664","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","1.318","          -   ","          -   ","          -   ","  "
"POAB2210C0000000","POAB2210C","AGENCIA BRISTOL DE TURISMO ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","PORTO ALEGRE","RS","SUL","678","          -   ","          -   ","          -   ","  "
"RECB221235750675","RECB22123","AGENCIA CAMPOS TURISMO LTDA","AMA","AMA","5750675","PROSPECT","PROSPECT","LEISURE","RECIFE","PE","NORDESTE","385","          -   ","          -   ","          -   ","  "
"QJAB221025750366","QJAB22102","AGENCIA COSMOS DE VIAGENS","AMA","AMA","5750366","PROSPECT","DANIEL","LEISURE","JARAGUA DO SUL","SC","SUL","7.329","          -   ","          -   ","          -   ","  "
"FLNB221145705692","FLNB22114","AGENCIA COSMOS DE VIAGENS","AMA","AMA","5705692","PROSPECT","DANIEL","LEISURE","CAMBORIU","SC","SUL","1.166","          -   ","          -   ","          -   ","  "
"SAOB221BR0000000","SAOB221BR","AGENCIA DE TURISMO CLARIDGE ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE"," PALMAS ","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"SAOB2214A0000000","SAOB2214A","AGENCIA DE TURISMO MANARA ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE"," SAO PAULO ","SP","SUDESTE","64","          -   ","          -   ","          -   ","  "
"QHBB221015765845","QHBB22101","AGENCIA DE TURISMO MONTE ALEGRE ","AMA","AMA","5765845","PROSPECT","PROSPECT","LEISURE","SAO LUIS","MA","NORDESTE","327","          -   ","          -   ","          -   ","  "
"SAOB221CN5756988","SAOB221CN","AGENCIA DE TURISMO NOVA PORTUGAL","AMA","AMA","5756988","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","1.347","          -   ","          -   ","          -   ","  "
"SSZB2210M5774376","SSZB2210M","AGENCIA DE TURISMO SAO VICENTE ","AMA","AMA","5774376","PROSPECT","PROSPECT","LEISURE","SAO VICENTE","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"SSZB221065750799","SSZB22106","AGENCIA DE TURISMO VASCO DA GAMA ","AMA","AMA","5750799","PROSPECT","PROSPECT","LEISURE","SAO VICENTE","SP","SUDESTE","1.558","          -   ","          -   ","          -   ","  "
"POAB2212W5754299","POAB2212W","AGENCIA DE VGNS E TURISMO PORTOSUL ","AMA","AMA","5754299","PROSPECT","PROSPECT","LEISURE","PORTO ALEGRE","RS","SUL","1.453","          -   ","          -   ","          -   ","  "
"RIOB2212P5750828","RIOB2212P","AGENCIA DE VIAGENS A KOGLIN ","AMA","AMA","5750828","PROSPECT","RICARDO","CORPORATE","RIO DE JANEIRO","RJ","SUDESTE","11.351","          -   ","          -   ","          -   ","  "
